run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_alias	fastq_ftp	submitted_ftp	submitted_aspera	sra_ftp	sample_title
ERR5913606	SAMEA8728633	ERX5554733	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#347	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5913606/ERR5913606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5913606/ERR5913606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913606/26779_8#347.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913606/26779_8#347.cram		Plasmodium berghei
ERR5911059	SAMEA8726585	ERX5552186	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#18	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911059/ERR5911059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911059/ERR5911059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911059/23656_7#18.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911059/23656_7#18.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911059/23656_7#18.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911059/23656_7#18.cram.crai		4472STDY7067604
ERR5913608	SAMEA8728657	ERX5554735	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#349	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5913608/ERR5913608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5913608/ERR5913608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913608/26779_8#349.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913608/26779_8#349.cram		Plasmodium berghei
ERR5911060	SAMEA8726593	ERX5552187	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#19	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911060/ERR5911060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911060/ERR5911060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911060/23656_7#19.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911060/23656_7#19.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911060/23656_7#19.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911060/23656_7#19.cram.crai		4472STDY7067612
ERR5913611	SAMEA8728681	ERX5554738	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#352	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5913611/ERR5913611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5913611/ERR5913611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913611/26779_8#352.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913611/26779_8#352.cram		Plasmodium berghei
ERR5911061	SAMEA8726600	ERX5552188	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911061/ERR5911061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911061/ERR5911061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911061/23656_7#20.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911061/23656_7#20.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911061/23656_7#20.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911061/23656_7#20.cram.crai		4472STDY7067620
ERR5913614	SAMEA8728723	ERX5554741	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#355	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5913614/ERR5913614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5913614/ERR5913614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913614/26779_8#355.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913614/26779_8#355.cram		Plasmodium berghei
ERR5911063	SAMEA8726616	ERX5552190	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#22	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911063/ERR5911063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911063/ERR5911063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911063/23656_7#22.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911063/23656_7#22.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911063/23656_7#22.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911063/23656_7#22.cram.crai		4472STDY7067635
ERR5913615	SAMEA8728687	ERX5554742	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#356	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5913615/ERR5913615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5913615/ERR5913615_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913615/26779_8#356.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913615/26779_8#356.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913615/26779_8#356.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913615/26779_8#356.cram.crai		Plasmodium berghei
ERR5911064	SAMEA8726623	ERX5552191	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#23	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911064/ERR5911064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911064/ERR5911064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911064/23656_7#23.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911064/23656_7#23.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911064/23656_7#23.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911064/23656_7#23.cram.crai		4472STDY7067642
ERR5913618	SAMEA8728736	ERX5554745	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#359	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5913618/ERR5913618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5913618/ERR5913618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913618/26779_8#359.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913618/26779_8#359.cram		Plasmodium berghei
ERR5911065	SAMEA8726631	ERX5552192	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911065/ERR5911065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911065/ERR5911065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911065/23656_7#24.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911065/23656_7#24.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911065/23656_7#24.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911065/23656_7#24.cram.crai		4472STDY7067650
ERR5913623	SAMEA8728587	ERX5554750	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#364	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5913623/ERR5913623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5913623/ERR5913623_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913623/26779_8#364.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913623/26779_8#364.cram		Plasmodium berghei
ERR5911066	SAMEA8726452	ERX5552193	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#25	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911066/ERR5911066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911066/ERR5911066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911066/23656_7#25.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911066/23656_7#25.cram		4472STDY7067471
ERR5913624	SAMEA8728595	ERX5554751	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#365	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5913624/ERR5913624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5913624/ERR5913624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913624/26779_8#365.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913624/26779_8#365.cram		Plasmodium berghei
ERR5913625	SAMEA8728757	ERX5554752	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#366	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5913625/ERR5913625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5913625/ERR5913625_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913625/26779_8#366.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913625/26779_8#366.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913625/26779_8#366.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913625/26779_8#366.cram.crai		Plasmodium berghei
ERR5911067	SAMEA8726459	ERX5552194	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#26	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911067/ERR5911067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911067/ERR5911067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911067/23656_7#26.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911067/23656_7#26.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911067/23656_7#26.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911067/23656_7#26.cram.crai		4472STDY7067479
ERR5913627	SAMEA8728610	ERX5554754	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#368	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5913627/ERR5913627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5913627/ERR5913627_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913627/26779_8#368.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913627/26779_8#368.cram		Plasmodium berghei
ERR5911068	SAMEA8726468	ERX5552195	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#27	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911068/ERR5911068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911068/ERR5911068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911068/23656_7#27.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911068/23656_7#27.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911068/23656_7#27.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911068/23656_7#27.cram.crai		4472STDY7067487
ERR5913628	SAMEA8728619	ERX5554755	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#369	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5913628/ERR5913628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5913628/ERR5913628_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913628/26779_8#369.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913628/26779_8#369.cram		Plasmodium berghei
ERR5911069	SAMEA8726476	ERX5552196	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#28	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911069/ERR5911069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911069/ERR5911069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911069/23656_7#28.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911069/23656_7#28.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911069/23656_7#28.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911069/23656_7#28.cram.crai		4472STDY7067495
ERR5913636	SAMEA8728709	ERX5554763	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#377	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5913636/ERR5913636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5913636/ERR5913636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913636/26779_8#377.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913636/26779_8#377.cram		Plasmodium berghei
ERR5911071	SAMEA8726492	ERX5552198	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911071/ERR5911071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911071/ERR5911071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911071/23656_7#30.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911071/23656_7#30.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911071/23656_7#30.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911071/23656_7#30.cram.crai		4472STDY7067511
ERR5913643	SAMEA8728746	ERX5554770	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_8#384	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5913643/ERR5913643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5913643/ERR5913643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913643/26779_8#384.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913643/26779_8#384.cram		Plasmodium berghei
ERR5911075	SAMEA8726516	ERX5552202	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911075/ERR5911075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911075/ERR5911075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911075/23656_7#34.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911075/23656_7#34.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911075/23656_7#34.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911075/23656_7#34.cram.crai		4472STDY7067535
ERR5913645	SAMEA8728766	ERX5554772	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26932_5#2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5913645/ERR5913645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5913645/ERR5913645_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913645/26932_5#2.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913645/26932_5#2.cram		4472STDY7625152
ERR5911077	SAMEA8726530	ERX5552204	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#36	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911077/ERR5911077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911077/ERR5911077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911077/23656_7#36.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911077/23656_7#36.cram		4472STDY7067549
ERR5913649	SAMEA8728798	ERX5554776	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26932_5#6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5913649/ERR5913649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5913649/ERR5913649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913649/26932_5#6.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913649/26932_5#6.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913649/26932_5#6.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913649/26932_5#6.cram.crai		4472STDY7625184
ERR5911081	SAMEA8726571	ERX5552208	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#40	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911081/ERR5911081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911081/ERR5911081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911081/23656_7#40.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911081/23656_7#40.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911081/23656_7#40.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911081/23656_7#40.cram.crai		4472STDY7067589
ERR5911082	SAMEA8726578	ERX5552209	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#41	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911082/ERR5911082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911082/ERR5911082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911082/23656_7#41.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911082/23656_7#41.cram		4472STDY7067597
ERR5913652	SAMEA8728813	ERX5554779	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26932_5#9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5913652/ERR5913652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5913652/ERR5913652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913652/26932_5#9.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913652/26932_5#9.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913652/26932_5#9.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913652/26932_5#9.cram.crai		4472STDY7625199
ERR5911083	SAMEA8726586	ERX5552210	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#42	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911083/ERR5911083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911083/ERR5911083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911083/23656_7#42.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911083/23656_7#42.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911083/23656_7#42.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911083/23656_7#42.cram.crai		4472STDY7067605
ERR5913653	SAMEA8728821	ERX5554780	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26932_5#10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5913653/ERR5913653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5913653/ERR5913653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913653/26932_5#10.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913653/26932_5#10.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913653/26932_5#10.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913653/26932_5#10.cram.crai		4472STDY7625207
ERR5911086	SAMEA8726610	ERX5552213	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#45	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911086/ERR5911086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911086/ERR5911086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911086/23656_7#45.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911086/23656_7#45.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911086/23656_7#45.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911086/23656_7#45.cram.crai		4472STDY7067629
ERR5913654	SAMEA8728829	ERX5554781	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26932_5#11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5913654/ERR5913654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5913654/ERR5913654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913654/26932_5#11.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913654/26932_5#11.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913654/26932_5#11.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913654/26932_5#11.cram.crai		4472STDY7625215
ERR5911089	SAMEA8726669	ERX5552216	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#48	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911089/ERR5911089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911089/ERR5911089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911089/23656_7#48.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911089/23656_7#48.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911089/23656_7#48.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911089/23656_7#48.cram.crai		4472STDY7067651
ERR5913656	SAMEA8728853	ERX5554783	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26932_5#13	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5913656/ERR5913656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5913656/ERR5913656_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913656/26932_5#13.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913656/26932_5#13.cram		4472STDY7625239
ERR5911091	SAMEA8726461	ERX5552218	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#50	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911091/ERR5911091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911091/ERR5911091_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911091/23656_7#50.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911091/23656_7#50.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911091/23656_7#50.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911091/23656_7#50.cram.crai		4472STDY7067480
ERR5913660	SAMEA8728885	ERX5554787	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26932_5#17	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5913660/ERR5913660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5913660/ERR5913660_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913660/26932_5#17.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913660/26932_5#17.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913660/26932_5#17.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913660/26932_5#17.cram.crai		4472STDY7625271
ERR5911092	SAMEA8726469	ERX5552219	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#51	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911092/ERR5911092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911092/ERR5911092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911092/23656_7#51.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911092/23656_7#51.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911092/23656_7#51.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911092/23656_7#51.cram.crai		4472STDY7067488
ERR5913661	SAMEA8728893	ERX5554788	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26932_5#18	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5913661/ERR5913661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5913661/ERR5913661_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913661/26932_5#18.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5913661/26932_5#18.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913661/26932_5#18.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5913661/26932_5#18.cram.crai		4472STDY7625279
ERR5911094	SAMEA8726485	ERX5552221	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23656_7#53	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911094/ERR5911094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911094/ERR5911094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911094/23656_7#53.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911094/23656_7#53.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911094/23656_7#53.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911094/23656_7#53.cram.crai		4472STDY7067504
