# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/reference_genome/PlasmoDB-62_Pyoeliiyoelii17X.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/counts/2018_vs_2023_final_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep3.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep3.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep3.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep3.bam.sort.bam
PY17X_0900800	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	136282;136438;137428	136347;137304;137442	-;-;-	948	2	2	1	7	4	2
PY17X_0900900	Py17X_09_v3;Py17X_09_v3	140235;141113	140936;141181	-;-	771	0	0	0	2	10	2
PY17X_0901000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	143407;143560;144556	143472;144414;144570	-;-;-	936	0	0	0	2	0	4
PY17X_0901100	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	146867;147053;148000	146950;147862;148014	-;-;-	909	6	3	10	2	5	0
PY17X_0901200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	150387;150561;151476	150473;151367;151490	-;-;-	909	25	30	31	154	134	184
PY17X_0901300	Py17X_09_v3;Py17X_09_v3	154636;155444	155274;155512	-;-	708	6	13	13	15	26	25
PY17X_0901400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	157708;157862;158860	157773;158722;158874	-;-;-	942	1	0	0	0	0	0
PY17X_0901500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	161275;161466;162390	161361;162281;162404	-;-;-	918	24	28	54	6	0	2
PY17X_0901600	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	166313;166635;166965;167203;167393	166491;166872;167034;167312;167656	+;+;+;+;+	861	152	137	205	8	8	4
PY17X_0901700	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	168384;168538;169533	168449;169404;169547	-;-;-	948	0	0	0	0	0	0
PY17X_0901800	Py17X_09_v3;Py17X_09_v3	172345;173107	172980;173187	-;-	717	0	0	4	25	31	35
PY17X_0901900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	175302;175456;176451	175367;176325;176468	-;-;-	954	0	0	0	10	0	0
PY17X_0902000	Py17X_09_v3;Py17X_09_v3	179502;180399	180221;180467	-;-	789	141	140	99	10	12	5
PY17X_0902100	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	182662;182818;183795	182730;183657;183809	-;-;-	924	2	0	0	0	0	0
PY17X_0902200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	186336;186488;187381	186398;187249;187395	-;-;-	840	0	0	0	0	0	0
PY17X_0902300	Py17X_09_v3;Py17X_09_v3	193078;193269	193129;201520	+;+	8304	10	5	29	364	307	254
PY17X_0902400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	202774;203140;203482;203690;203893;204286	202988;203395;203551;203799;204123;204390	+;+;+;+;+;+	987	7367	6569	9689	1943	2194	2317
PY17X_0902500	Py17X_09_v3	207431	211513	+	4083	1155	966	566	84	63	86
PY17X_0902600	Py17X_09_v3	212902	213555	+	654	1420	988	1133	3986	4633	5265
PY17X_0902700	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	214462;214603;214665;214803;214803;214978;214978;219856;219856	214478;214670;214670;214881;214897;219735;219735;220039;220039	-;-;-;-;-;-;-;-;-	5122	817	598	766	727	503	643
PY17X_0902800	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	221246;221440;221851	221285;221740;221974	-;-;-	465	3956	3311	4536	151	134	188
PY17X_0902900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	223435;224976;225221;225445;225648	224715;225065;225296;225530;225719	+;+;+;+;+	1605	443	414	556	21	31	28
PY17X_0903000	Py17X_09_v3	226410	229406	+	2997	2238	1592	2845	65	68	89
PY17X_0903100	Py17X_09_v3;Py17X_09_v3	230202;230535	230287;230682	+;+	234	10052	7635	12177	1168	1505	1286
PY17X_0903200	Py17X_09_v3	231322	234471	-	3150	346	269	278	16	20	44
PY17X_0903300	Py17X_09_v3	236499	245063	-	8565	158581	185250	136655	324	224	295
PY17X_0903400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	247589;247850;248078;248435	247718;247919;248141;248479	+;+;+;+	309	390	355	496	3150	3611	3856
PY17X_0903500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	252343;261630;261987	261530;261846;262304	+;+;+	9723	71	78	122	109	74	119
PY17X_0903600	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	262974;263266;263579;263829;264171;264469;264617	263083;263402;263698;263871;264252;264524;264629	-;-;-;-;-;-;-	561	812	944	1266	937	1029	1179
PY17X_0903700	Py17X_09_v3;Py17X_09_v3	266936;268262	268115;274917	+;+	7836	4319	4863	4481	298	239	293
PY17X_0903800	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	275761;276185;276427;276584;276872;277011;277223;277422;277759	276013;276339;276484;276687;276919;277126;277291;277623;279150	+;+;+;+;+;+;+;+;+	2397	497	481	572	25330	25399	27265
PY17X_0903900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	279734;280086;280312;280527	280006;280138;280387;282863	-;-;-;-	2739	7188	7253	8290	7486	7307	7342
PY17X_0904000	Py17X_09_v3	284730	285644	-	915	130	161	106	1079	4055	1367
PY17X_0904100	Py17X_09_v3;Py17X_09_v3	287781;288821	288658;288845	+;+	903	1261	822	935	592	877	819
PY17X_0904200	Py17X_09_v3;Py17X_09_v3	290355;290861	290752;290963	+;+	501	22	20	31	12	45	36
PY17X_0904300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	292326;292573;292756;293022;293168;293358;293558;293724	292454;292634;292850;293046;293198;293450;293627;293746	+;+;+;+;+;+;+;+	528	202141	190408	221928	6947	5090	8650
PY17X_0904400	Py17X_09_v3	294735	296759	+	2025	495	214	495	3524	4269	4952
PY17X_0904500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	297029;297196;297380;297569;297875;298044;298164;298345;298549;298781;299287	297095;297257;297414;297639;297917;298084;298225;298410;298644;299190;299308	-;-;-;-;-;-;-;-;-;-;-	975	116	124	85	12113	14046	14564
PY17X_0904600	Py17X_09_v3	300738	303533	+	2796	427	397	530	2266	2065	2409
PY17X_0904700	Py17X_09_v3	303792	304982	-	1191	427	434	741	4170	4853	4616
PY17X_0904800	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	307075;309171;309455	309015;309313;309482	+;+;+	2112	1360	969	1149	1737	1970	1924
PY17X_0904900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	309715;309840;310200	309746;310002;312338	-;-;-	2334	270	162	175	2859	3790	3635
PY17X_0905000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	314955;317333;317568;317704	317221;317427;317614;317730	+;+;+;+	2436	2188	2012	2752	3048	2954	3049
PY17X_0905100	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	318783;319128;319354;319524	318843;319185;319428;319602	+;+;+;+	273	3301	3436	5499	950	1115	1421
PY17X_0905200	Py17X_09_v3	323672	326584	+	2913	99679	106950	97287	206	148	201
PY17X_0905300	Py17X_09_v3	329430	332456	+	3027	741	654	731	88	70	56
PY17X_0905400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	333137;333839;334042;334405;334634;334954	333735;333909;334238;334534;334860;335484	+;+;+;+;+;+	1755	24	50	18	44	57	65
PY17X_0905500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	336571;336975;337101;337256	336586;337015;337166;337756	+;+;+;+	624	5484	4504	6230	180	210	218
PY17X_0905600	Py17X_09_v3	338590	340116	-	1527	57417	41556	48860	202	205	288
PY17X_0905700	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	341107;341579;341706;341989;342270	341451;341625;341850;342155;342351	+;+;+;+;+	786	220	210	280	685	691	830
PY17X_0905800	Py17X_09_v3	342786	343718	-	933	3253	4055	3559	15	15	16
PY17X_0905900	Py17X_09_v3	345194	346303	-	1110	1173	1309	1702	3613	3455	4698
PY17X_0906000	Py17X_09_v3	347392	350832	-	3441	432	530	494	10292	10406	10480
PY17X_0906100	Py17X_09_v3;Py17X_09_v3	352732;353151	352785;353216	+;+	120	3453	2999	3467	569	603	620
PY17X_0906200	Py17X_09_v3;Py17X_09_v3	353981;354829	354730;354972	+;+	894	74	103	108	5004	3916	5536
PY17X_0906300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	355456;355750;355973	355596;355851;356095	+;+;+	366	1241	1231	1358	3045	3378	3581
PY17X_0906400	Py17X_09_v3;Py17X_09_v3	356644;357025	356778;357138	-;-	249	2989	2542	3632	3579	4509	4402
PY17X_0906500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	358831;359010;359882	358891;359755;360169	+;+;+	1095	740	662	1382	214	181	234
PY17X_0906600	Py17X_09_v3	360815	363154	-	2340	1269	1168	1579	5699	5596	6902
PY17X_0906700	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	364251;364607;364919;365244;366049;367067	364426;364778;365068;365881;366902;367569	-;-;-;-;-;-	2493	82	41	106	7602	9670	9947
PY17X_0906800	Py17X_09_v3	368015	368764	+	750	5	12	4	201	1219	308
PY17X_0906900	Py17X_09_v3;Py17X_09_v3	369444;372137	371976;372222	+;+	2619	33	19	25	41400	41726	46035
PY17X_0907000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	372556;372715;373009;373225;373495;373857	372561;372895;373104;373309;373578;373872	-;-;-;-;-;-	468	7243	6129	7531	9187	10180	10427
PY17X_0907100	Py17X_09_v3	375876	376883	+	1008	599	498	834	197	285	334
PY17X_0907200	Py17X_09_v3;Py17X_09_v3	377617;378708	378455;378831	-;-	963	233	303	296	1018	820	1243
PY17X_0907300	Py17X_09_v3;Py17X_09_v3	382932;383435	383274;386961	+;+	3870	96098	112050	112493	5869	5500	5805
PY17X_0907400	Py17X_09_v3	387740	388783	-	1044	764	1218	1268	90	166	147
PY17X_0907500	Py17X_09_v3	389767	390969	-	1203	410	501	555	24	34	47
PY17X_0907600	Py17X_09_v3	392119	392946	-	828	2361	2035	2408	513	448	650
PY17X_0907700	Py17X_09_v3	394081	395697	+	1617	144	188	235	555	591	838
PY17X_0907800	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	396806;397122;397377	396966;397263;397505	+;+;+	432	6002	5214	6388	6743	7573	8452
PY17X_0907900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	398928;399240;399620	399069;399318;399779	+;+;+	381	4099	3346	4676	673	447	867
PY17X_0908000	Py17X_09_v3;Py17X_09_v3	401568;401807	401579;403234	+;+	1440	3241	3183	3137	225	398	246
PY17X_0908100	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	403834;404183;408600	403977;408451;408716	-;-;-	4530	1269	1251	1472	5636	6527	5321
PY17X_0908200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	410841;411004;411214	410901;411073;411784	+;+;+	702	29	32	60	32	33	57
PY17X_0908300	Py17X_09_v3	414536	421840	+	7305	4657	4660	5693	54185	43701	45871
PY17X_0908400	Py17X_09_v3	422642	424558	-	1917	1226	1867	2459	11	8	5
PY17X_0908500	Py17X_09_v3	425890	427497	+	1608	118374	98563	126727	149	150	229
PY17X_0908600	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	430196;430680;430927;431125;431729;432167;432450	430492;430749;430978;431264;431992;432238;432739	+;+;+;+;+;+;+	1185	3601	2786	3580	28510	29065	33206
PY17X_0908700	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	433485;433617;433772;433955;434122	433516;433674;433853;434000;434836	-;-;-;-;-	933	741	1036	966	472	372	658
PY17X_0908800	Py17X_09_v3	435559	436329	+	771	563	865	660	443	694	526
PY17X_0908900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	436573;436720;436942;437062;437211;437319;437575;437809;437970;438172;438444;438699;438873;439048	436623;436793;436955;437092;437229;437395;437675;437863;437987;438267;438573;438736;438923;439186	-;-;-;-;-;-;-;-;-;-;-;-;-;-	894	4051	3781	4551	33491	27648	39765
PY17X_0909000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	439562;440026;440260;440532;440833	439915;440100;440372;440631;440964	-;-;-;-;-	774	222	531	291	49	93	42
PY17X_0909100	Py17X_09_v3;Py17X_09_v3	442181;444830	444688;445222	+;+	2901	2156	2688	2288	937	814	873
PY17X_0909200	Py17X_09_v3;Py17X_09_v3	446477;446864	446637;447038	+;+	336	3068	2327	3452	4663	4868	5463
PY17X_0909300	Py17X_09_v3	447949	455376	-	7428	115306	95350	86762	7144	5869	6044
PY17X_0909400	Py17X_09_v3	456785	459394	-	2610	3118	2610	2566	884	857	877
PY17X_0909500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	461643;462253;462589;463362;466075;467675	462152;462453;463261;465950;467395;467699	+;+;+;+;+;+	5319	632	611	710	1267	1333	1510
PY17X_0909600	Py17X_09_v3	468213	470378	-	2166	685	813	766	1749	1772	2051
PY17X_0909700	Py17X_09_v3	472705	478701	+	5997	1169	1008	863	12133	11190	12323
PY17X_0909800	Py17X_09_v3	480775	485397	+	4623	477	582	577	11	38	28
PY17X_0909900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	485788;485996;486245;486634;487292	485889;486067;486534;487087;491209	-;-;-;-;-	4836	1344	1392	1489	13960	12718	14830
PY17X_0910000	Py17X_09_v3;Py17X_09_v3	492368;492707	492544;493030	-;-	501	956	822	1447	4624	4321	5680
PY17X_0910100	Py17X_09_v3	494617	495723	-	1107	446	496	884	1503	966	1859
PY17X_0910200	Py17X_09_v3;Py17X_09_v3	497194;497601	497197;498637	+;+	1041	2617	2277	3081	81022	99061	93046
PY17X_0910300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	500317;500503;500690;500950	500382;500584;500772;501108	+;+;+;+	390	2350	2068	3053	8114	9138	11062
PY17X_0910400	Py17X_09_v3;Py17X_09_v3	501866;502501	502329;504223	-;-	2187	247	244	291	31	39	37
PY17X_0910500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	505055;505303;505508;505823	505142;505400;505708;506032	-;-;-;-	597	2428	2278	3434	151	150	213
PY17X_0910600	Py17X_09_v3	507205	513414	+	6210	425	508	712	531	708	578
PY17X_0910700	Py17X_09_v3	514545	516062	+	1518	117	95	158	192	161	202
PY17X_0910800	Py17X_09_v3	516664	518454	-	1791	2690	2410	2785	62	24	39
PY17X_0910900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	520431;521556;521951;522145;522463;522596;522891	521424;521852;522057;522213;522494;522698;523031	+;+;+;+;+;+;+	1743	6576	5574	8780	88	73	84
PY17X_0911000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	530976;531900;532650;537758	531774;532463;537613;538138	+;+;+;+	6708	3191	2509	3038	11406	8153	10230
PY17X_0911100	Py17X_09_v3;Py17X_09_v3	539594;540564	540397;540884	+;+	1125	157	133	207	66	109	131
PY17X_0911200	Py17X_09_v3	541497	545954	-	4458	282	268	212	312	275	409
PY17X_0911300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	550917;554446;554828;555669;556004;556517;556779	554272;554677;555569;555797;556303;556681;556798	+;+;+;+;+;+;+	4944	1135	959	961	4160	3581	4469
PY17X_0911400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	558047;558290;558452;558702	558131;558329;558530;563732	+;+;+;+	5235	843	743	501	9370	10264	9853
PY17X_0911500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	564800;565040;566556	564859;566447;566656	+;+;+	1569	1324	1572	1431	17	36	27
PY17X_0911600	Py17X_09_v3	567771	570167	-	2397	2598	2787	3926	9838	10610	10956
PY17X_0911700	Py17X_09_v3	574729	586281	+	11553	1090	1199	1259	8936	7529	8590
PY17X_0911750	Py17X_09_v3;Py17X_09_v3	587042;587332	587117;587552	+;+	297	278	191	356	29	10	26
PY17X_0911800	Py17X_09_v3	587639	588070	+	432	146	117	147	39	27	48
PY17X_0911900	Py17X_09_v3;Py17X_09_v3	588482;588970	588825;589183	-;-	558	12	12	8	6	4	8
PY17X_0912000	Py17X_09_v3	589619	589996	-	378	149	152	148	6	0	2
PY17X_0912100	Py17X_09_v3	590881	598830	-	7950	3038	2552	2769	194	121	175
PY17X_0912200	Py17X_09_v3;Py17X_09_v3	600177;600735	600486;602653	-;-	2229	24	28	25	1923	2327	2384
PY17X_0912300	Py17X_09_v3;Py17X_09_v3	604383;604619	604425;605025	+;+	450	23	12	53	376	436	390
PY17X_0912400	Py17X_09_v3	605882	608056	-	2175	18	21	21	12166	13630	14225
PY17X_0912500	Py17X_09_v3;Py17X_09_v3	608684;609078	608992;610064	+;+	1296	43	34	24	14028	14991	18075
PY17X_0912600	Py17X_09_v3;Py17X_09_v3	610866;611445	611271;611548	+;+	510	475	401	604	755	792	920
PY17X_0912700	Py17X_09_v3	612507	613787	+	1281	480	360	467	211	172	202
PY17X_0912800	Py17X_09_v3	615694	617628	+	1935	331	341	452	520	541	624
PY17X_0912900	Py17X_09_v3	619812	621137	+	1326	4213	3931	4409	519	420	579
PY17X_0913000	Py17X_09_v3	621592	622494	-	903	1315	1592	1441	3609	3836	4124
PY17X_0913100	Py17X_09_v3	623133	623332	+	200	2	0	15	362	665	802
PY17X_0913200	Py17X_09_v3;Py17X_09_v3	624219;625446	625317;628024	-;-	3678	2584	2069	2552	51505	47910	52592
PY17X_0913300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	631843;632875;633099;633325;633553	632625;633003;633195;633383;633594	+;+;+;+;+	1110	780	750	1059	2249	2145	3090
PY17X_0913400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	634849;635567;635820;635997;636198;636385;636742	635476;635645;635906;636097;636257;636625;636811	-;-;-;-;-;-;-	1266	70	100	115	26	24	21
PY17X_0913500	Py17X_09_v3	637558	640758	-	3201	989	655	657	755	816	778
PY17X_0913600	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	645952;646234;646402;646705;646889;647147;647455;647758	646068;646303;646550;646777;647038;647323;647554;647893	+;+;+;+;+;+;+;+	972	3562	3092	4800	47360	44545	58144
PY17X_0913700	Py17X_09_v3	650682	653078	+	2397	575	432	607	30	32	34
PY17X_0913800	Py17X_09_v3;Py17X_09_v3	653730;656912	656698;656984	-;-	3042	5286	4202	4431	2275	2349	2458
PY17X_0913900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	659260;660442;660676;660937;661325	660355;660569;660799;661183;661730	+;+;+;+;+	2001	4058	4402	3209	106	95	108
PY17X_0914000	Py17X_09_v3	662107	663924	-	1818	34446	39440	42850	57	82	84
PY17X_0914100	Py17X_09_v3;Py17X_09_v3	664843;674758	674468;674932	-;-	9801	1345	1352	1623	76187	47402	61069
PY17X_0914200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	678432;678730;679036;679280;679556;679828;680116;680373;680661;680877	678534;678771;679116;679409;679678;679936;680173;680489;680754;680910	+;+;+;+;+;+;+;+;+;+	891	1588	1374	1778	2960	2773	3644
PY17X_0914300	Py17X_09_v3	681667	682110	-	444	1265	1551	1391	101	93	130
PY17X_0914400	Py17X_09_v3;Py17X_09_v3	682918;683275	683031;683397	+;+	237	1408	1185	1431	66	149	97
PY17X_0914500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	683680;687584;688269;688532;688865	687500;688147;688413;688714;689278	-;-;-;-;-	5127	556	557	528	51199	45765	52415
PY17X_0914600	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	690231;690489;691321;691529;691788	690397;691178;691407;691591;691815	+;+;+;+;+	1035	1345	1405	1840	7009	6711	8628
PY17X_0914700	Py17X_09_v3	694364	695614	+	1251	506	488	605	1077	955	1319
PY17X_0914800	Py17X_09_v3;Py17X_09_v3	696556;696858	696603;699749	+;+	2940	413	523	461	255	232	196
PY17X_0914900	Py17X_09_v3	701043	702782	+	1740	1461	1171	1963	13780	15374	17365
PY17X_0915000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	704058;704205;704407;704689;705096;705374;705649	704114;704252;704555;704856;705177;705499;705711	-;-;-;-;-;-;-	693	508	538	552	130	127	202
PY17X_0915100	Py17X_09_v3	706345	708249	-	1905	37	14	13	16424	15150	18941
PY17X_0915200	Py17X_09_v3	709340	710824	-	1485	584	573	532	81	103	101
PY17X_0915300	Py17X_09_v3;Py17X_09_v3	712233;713873	713784;716733	+;+	4413	776	578	680	163	158	198
PY17X_0915400	Py17X_09_v3;Py17X_09_v3	717881;718198	718077;722632	-;-	4632	645	622	590	133	143	150
PY17X_0915500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	724143;724362;724568;724746;724957;725106	724206;724426;724660;724850;725016;725243	+;+;+;+;+;+	525	888	731	909	182	264	272
PY17X_0915600	Py17X_09_v3	725577	731915	-	6339	4373	4288	4155	151	130	161
PY17X_0915700	Py17X_09_v3	733615	739059	-	5445	377	417	336	126	148	214
PY17X_0915800	Py17X_09_v3	741692	742963	+	1272	1534	1209	1411	248	308	290
PY17X_0915900	Py17X_09_v3	743824	745815	-	1992	3991	2928	4067	768	1057	965
PY17X_0916000	Py17X_09_v3;Py17X_09_v3	748609;752616	752441;752916	-;-	4134	311	332	374	1942	1959	2197
PY17X_0916100	Py17X_09_v3;Py17X_09_v3	754153;755211	755009;756687	-;-	2334	18015	16007	17895	41	89	91
PY17X_0916200	Py17X_09_v3;Py17X_09_v3	757982;760007	759847;760441	-;-	2301	80	61	66	197	239	207
PY17X_0916300	Py17X_09_v3	761381	763216	+	1836	9	6	3	0	0	3
PY17X_0916400	Py17X_09_v3;Py17X_09_v3	763552;764094	763953;764849	-;-	1158	337	622	456	19	26	26
PY17X_0916500	Py17X_09_v3	766486	768159	-	1674	111	127	285	677	809	824
PY17X_0916600	Py17X_09_v3	769932	771053	-	1122	6	5	6	6	0	7
PY17X_0916700	Py17X_09_v3;Py17X_09_v3	773962;777769	777619;778088	+;+	3978	146	159	210	88	90	46
PY17X_0916800	Py17X_09_v3;Py17X_09_v3	778598;778862	778747;781933	-;-	3222	544	491	744	929	1041	1004
PY17X_0916900	Py17X_09_v3	783381	783470	-	90	15581	17766	17759	10	20	20
PY17X_0917000	Py17X_09_v3	784595	785194	-	600	118	110	138	4	1	0
PY17X_0917100	Py17X_09_v3	786436	787212	-	777	7961	7210	9955	243	254	405
PY17X_0917200	Py17X_09_v3	788376	789380	-	1005	1303	1257	1548	421	501	476
PY17X_0917300	Py17X_09_v3;Py17X_09_v3	789961;790250	790090;791193	+;+	1074	731	586	740	433	549	500
PY17X_0917400	Py17X_09_v3	791593	795660	-	4068	19	6	10	201	230	180
PY17X_0917500	Py17X_09_v3	797631	800990	+	3360	17	14	29	88	116	96
PY17X_0917600	Py17X_09_v3	801684	802505	-	822	598	608	569	6399	6981	8582
PY17X_0917700	Py17X_09_v3;Py17X_09_v3	805215;805438	805272;807011	+;+	1632	3398	2890	3123	7552	7147	9266
PY17X_0917800	Py17X_09_v3	808735	811647	+	2913	88	73	72	550	664	703
PY17X_0917900	Py17X_09_v3	812689	815058	-	2370	2854	2271	3253	17311	18415	18884
PY17X_0918000	Py17X_09_v3	818012	820123	+	2112	17	68	53	2	3	1
PY17X_0918100	Py17X_09_v3	821718	825302	+	3585	1297	1461	2494	3884	2764	3690
PY17X_0918200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	826388;826563;826837;826978;827201	826437;826716;826875;827046;827299	+;+;+;+;+	411	4330	3705	4607	167	208	215
PY17X_0918300	Py17X_09_v3	829087	829881	+	795	122823	115089	153648	1275	990	1601
PY17X_0918400	Py17X_09_v3;Py17X_09_v3	831308;833909	833801;835911	+;+	4497	416	550	610	244	307	324
PY17X_0918500	Py17X_09_v3	836567	837862	+	1296	1010	834	1238	2913	3114	3988
