# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/reference/PlasmoDB-62_PbergheiANKA.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/featurecounts/pb_2017_final_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_1_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_2_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_3_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_1_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_2_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_3_trimmed.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_1_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_2_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_3_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_1_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_2_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_3_trimmed.bam.sort.bam
PBANKA_1233900	PbANKA_12_v3	1302200	1302574	+	375	1446	1264	1268	1237	1114	1133
PBANKA_1234000	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1303079;1303271;1303509;1303802;1304252	1303146;1303391;1303588;1303960;1304321	-;-;-;-;-	498	8770	7424	6214	15231	17802	18867
PBANKA_1234100	PbANKA_12_v3	1306706	1308367	+	1662	2099	1708	2106	1171	944	1148
PBANKA_1234200	PbANKA_12_v3;PbANKA_12_v3	1309151;1309301	1309198;1309654	-;-	402	6928	6588	4907	12544	15221	7224
PBANKA_1234300	PbANKA_12_v3;PbANKA_12_v3	1311769;1312907	1312788;1317163	-;-	5277	1606	1707	1620	5142	4533	6058
PBANKA_1234400	PbANKA_12_v3	1320071	1321960	+	1890	770	692	743	1809	1697	1909
PBANKA_1234500	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1323717;1325419;1325893	1323825;1325750;1326027	+;+;+	576	3456	3123	2881	8299	9033	8224
PBANKA_1234600	PbANKA_12_v3;PbANKA_12_v3	1327586;1328338	1328205;1330096	-;-	2379	647	560	338	5380	5118	5084
PBANKA_1234700	PbANKA_12_v3	1333450	1334790	-	1341	79	138	102	157	173	152
PBANKA_1234800	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1336256;1336713;1336918	1336318;1336780;1337356	+;+;+	570	9477	8398	6970	13572	15367	7517
PBANKA_1234900	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1339027;1340561;1340860;1341076;1341432;1341628	1340448;1340686;1340923;1341329;1341521;1341663	+;+;+;+;+;+	1992	1999	1805	1781	5275	4985	5161
PBANKA_1235000	PbANKA_12_v3	1342447	1344273	-	1827	1123	916	1012	1536	1241	1229
PBANKA_1235100	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1345146;1345380;1345796	1345148;1345544;1345942	+;+;+	315	817	823	624	2114	2303	1390
PBANKA_1235200	PbANKA_12_v3	1346394	1347323	-	930	839	822	857	1317	1297	1191
PBANKA_1235300	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1348202;1348414;1348632;1348965;1349350	1348310;1348523;1348735;1349107;1349354	-;-;-;-;-	471	1096	980	788	5116	5399	5618
PBANKA_1235400	PbANKA_12_v3	1350073	1352922	-	2850	206	211	219	1038	781	804
PBANKA_1235500	PbANKA_12_v3	1353827	1359022	-	5196	652	492	447	1018	925	330
PBANKA_1235600	PbANKA_12_v3	1360071	1361510	+	1440	6158	5402	2259	20933	21427	9195
PBANKA_1235700	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1362311;1362505;1362697;1362958;1364169;1364793;1365102;1366804	1362402;1362582;1362829;1364023;1364714;1364998;1366664;1367667	-;-;-;-;-;-;-;-	4548	261	224	286	1260	969	1098
PBANKA_1235800	PbANKA_12_v3	1368934	1369944	+	1011	56	65	84	311	211	178
PBANKA_1235900	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1370212;1370361;1370557	1370271;1370423;1374510	-;-;-	4077	614	664	609	1411	1249	1276
PBANKA_1236000	PbANKA_12_v3	1375620	1377161	-	1542	109	71	62	478	211	130
PBANKA_1236100	PbANKA_12_v3;PbANKA_12_v3	1377892;1378369	1378226;1379605	+;+	1572	182	164	89	418	480	145
PBANKA_1236200	PbANKA_12_v3	1380081	1380353	-	273	835	811	805	21	36	12
PBANKA_1236300	PbANKA_12_v3	1382422	1384851	+	2430	985	934	1100	896	837	391
PBANKA_1236400	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1385634;1386036;1387587;1387738;1387993;1388222	1385885;1387393;1387658;1387848;1388052;1388288	+;+;+;+;+;+	1920	1238	1104	1249	2026	2038	1998
PBANKA_1236600	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1389185;1393382;1393661;1394057;1394378;1394598	1393195;1393545;1393771;1394230;1394455;1394652	+;+;+;+;+;+	4593	1860	1798	1833	32016	31127	40602
PBANKA_1236700	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1394946;1395258;1395456;1395905	1395029;1395320;1395569;1395967	+;+;+;+	324	269	367	319	524	539	395
PBANKA_1236800	PbANKA_12_v3	1396450	1398522	-	2073	2718	2505	2692	1493	1696	1483
PBANKA_1236900	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1400267;1400468;1400686;1400872	1400335;1400575;1400763;1400967	+;+;+;+	351	2012	2184	2003	6071	5955	5290
PBANKA_1237000	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1401356;1401546;1401782;1402007;1402247;1402530;1402768;1402943;1403161;1403389	1401415;1401624;1401880;1402125;1402361;1402569;1402830;1403051;1403265;1403424	-;-;-;-;-;-;-;-;-;-	825	3323	3084	2899	3617	3982	3268
PBANKA_1237100	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1406018;1406216;1407065;1425476	1406125;1406867;1425306;1433344	+;+;+;+	26871	8249	9400	7638	16508	20379	19771
PBANKA_1237200	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1434168;1434496;1434823	1434386;1434669;1434930	+;+;+	501	3034	2553	2433	490	683	247
PBANKA_1237300	PbANKA_12_v3	1437024	1438484	+	1461	658	452	697	4124	2828	5604
PBANKA_1237400	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1439615;1439895;1440084;1440297;1440612	1439786;1439944;1440185;1440433;1440669	+;+;+;+;+	519	205	192	147	378	324	136
PBANKA_1237500	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1440978;1441149;1441499	1441031;1441321;1441715	-;-;-	444	285	206	202	670	693	310
PBANKA_1237600	PbANKA_12_v3	1445134	1450068	+	4935	22332	21204	26889	7175	6157	8653
PBANKA_1237800	PbANKA_12_v3	1452481	1456740	+	4260	41829	40352	42853	16853	17749	11819
PBANKA_1237900	PbANKA_12_v3;PbANKA_12_v3	1458002;1459434	1459227;1459812	-;-	1605	3700	2967	3145	3998	3182	2783
PBANKA_1238000	PbANKA_12_v3;PbANKA_12_v3	1461099;1464089	1463997;1464222	+;+	3033	433	382	374	1229	1043	1065
PBANKA_1238100	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1464664;1465095;1465256	1464894;1465134;1465377	-;-;-	393	4733	4029	4497	10306	10856	10274
PBANKA_1238200	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1467456;1467801;1468035;1469673	1467464;1467846;1469547;1469706	+;+;+;+	1602	7047	6558	7687	16072	15025	16594
PBANKA_1238300	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1470243;1470435;1470717;1470994;1471135;1471299	1470349;1470509;1470795;1471028;1471186;1471310	-;-;-;-;-;-	360	1260	1141	1084	4728	5102	7005
PBANKA_1238400	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1471938;1472234;1472502;1472752;1472938	1472089;1472362;1472628;1472790;1473114	+;+;+;+;+	624	1316	1147	1242	6452	5962	8950
PBANKA_1238500	PbANKA_12_v3;PbANKA_12_v3	1473880;1477924	1477621;1478126	-;-	3945	2494	2815	2722	1233	929	936
PBANKA_1238600	PbANKA_12_v3	1481994	1484114	+	2121	977	960	953	5096	4314	5129
PBANKA_1238700	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1485223;1485767;1486211	1485645;1486004;1486230	-;-;-	681	2138	1853	1706	1558	1548	842
PBANKA_1238800	PbANKA_12_v3	1489931	1493311	+	3381	13248	11209	10529	26822	22092	19965
PBANKA_1238900	PbANKA_12_v3;PbANKA_12_v3	1495032;1498346	1498162;1498451	+;+	3237	1143	1052	1069	915	929	504
PBANKA_1239000	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1499068;1499471;1499654	1499228;1499539;1499885	-;-;-	462	111527	111326	108742	1431	2624	519
PBANKA_1239100	PbANKA_12_v3	1501595	1502788	-	1194	461	355	314	1862	1562	1657
PBANKA_1239200	PbANKA_12_v3	1504069	1505166	-	1098	284	275	125	2744	2705	2412
PBANKA_1239300	PbANKA_12_v3	1506799	1507173	+	375	34	24	43	486	365	414
PBANKA_1239400	PbANKA_12_v3	1508695	1509399	+	705	1717	1419	1789	4004	3617	3212
PBANKA_1239500	PbANKA_12_v3	1510372	1510794	-	423	858	661	597	1215	1118	770
PBANKA_1239600	PbANKA_12_v3;PbANKA_12_v3	1512396;1514633	1514189;1514890	-;-	2052	377	333	480	1995	1481	2040
PBANKA_1239700	PbANKA_12_v3	1517104	1519773	+	2670	564	402	468	808	834	497
PBANKA_1239800	PbANKA_12_v3	1524900	1526843	+	1944	1244	1448	924	2592	4571	2353
PBANKA_1239900	PbANKA_12_v3	1529949	1531973	+	2025	5478	5062	5164	9583	9668	9719
PBANKA_1240000	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1533792;1538557;1538833	1538431;1538648;1538876	+;+;+	4776	1385	1377	1255	1905	1732	1230
PBANKA_1240100	PbANKA_12_v3	1539848	1541155	-	1308	22292	20958	23987	431	716	192
PBANKA_1240200	PbANKA_12_v3	1543622	1545037	+	1416	970	841	795	1194	1123	733
PBANKA_1240300	PbANKA_12_v3	1545320	1549555	-	4236	119	58	90	367	220	198
PBANKA_1240400	PbANKA_12_v3;PbANKA_12_v3	1550466;1550632	1550556;1551647	-;-	1107	541	528	552	289	229	87
PBANKA_1240500	PbANKA_12_v3;PbANKA_12_v3	1552447;1553071	1552698;1553214	+;+	396	422	318	320	316	359	134
PBANKA_1240600	PbANKA_12_v3	1554592	1555485	+	894	10392	10247	9914	645	1277	202
PBANKA_1240700	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1556715;1556976;1557240;1557425;1557721;1558028;1558237	1556815;1557048;1557336;1557559;1557863;1558162;1558407	+;+;+;+;+;+;+	855	6432	5741	5892	434	534	294
PBANKA_1240800	PbANKA_12_v3	1558563	1560659	-	2097	54	62	52	378	179	327
PBANKA_1240900	PbANKA_12_v3	1561473	1562537	+	1065	81	55	58	186	205	180
PBANKA_1241000	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1563630;1564777;1565006;1565205;1565409;1565584	1564593;1564842;1565060;1565293;1565503;1565817	-;-;-;-;-;-	1503	1660	1364	1646	4110	3180	4724
PBANKA_1241100	PbANKA_12_v3	1567457	1568425	-	969	7663	6295	6408	404	497	303
PBANKA_1241200	PbANKA_12_v3	1569791	1570873	+	1083	554	516	615	309	298	205
PBANKA_1241300	PbANKA_12_v3	1572389	1575931	+	3543	1870	1769	1790	8424	8402	8233
PBANKA_1241400	PbANKA_12_v3	1577620	1578045	+	426	148	233	255	26	17	2
PBANKA_1241500	PbANKA_12_v3	1579010	1580998	-	1989	671	473	411	1355	1016	556
PBANKA_1241600	PbANKA_12_v3	1582111	1582854	-	744	212	216	159	473	430	337
PBANKA_1241700	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1583867;1584145;1584369;1584730	1584035;1584222;1584610;1584873	+;+;+;+	633	1717	1710	1481	1294	1590	974
PBANKA_1241800	PbANKA_12_v3;PbANKA_12_v3	1585324;1585559	1585467;1588252	-;-	2838	3941	3042	3264	46337	45574	64401
PBANKA_1241900	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1589931;1590358;1590547;1590779	1590149;1590452;1590633;1590833	-;-;-;-	456	2717	2094	1849	4330	4425	2822
PBANKA_1242000	PbANKA_12_v3;PbANKA_12_v3	1592580;1594556	1594116;1594656	-;-	1638	2909	2508	2715	2565	2242	1673
PBANKA_1242100	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1596025;1596708;1597788	1596560;1597019;1597932	-;-;-	993	6018	5519	5527	943	924	720
PBANKA_1242200	PbANKA_12_v3	1599776	1600309	+	534	369	351	239	1220	1145	749
PBANKA_1242300	PbANKA_12_v3;PbANKA_12_v3	1601845;1602036	1601860;1603291	+;+	1272	10759	10853	8793	11174	13738	7322
PBANKA_1242400	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1603715;1603861;1604191;1604364;1604600;1604753;1605707;1605980;1606474	1603739;1604030;1604273;1604402;1604671;1605568;1605828;1606035;1606551	-;-;-;-;-;-;-;-;-	1461	9557	8637	8646	1060	1148	785
PBANKA_1242421	PbANKA_12_v3	1607929	1608001	+	73	0	0	0	1	3	2
PBANKA_1242441	PbANKA_12_v3	1608882	1608964	-	83	25	21	17	66	12	49
PBANKA_1242500	PbANKA_12_v3	1609445	1611343	+	1899	2363	2342	1827	6042	6263	5407
PBANKA_1242600	PbANKA_12_v3	1611743	1612117	-	375	2449	2406	1989	2346	2502	1479
PBANKA_1242700	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1613223;1613402;1613628;1613823;1614029;1614200;1614416;1614584	1613282;1613518;1613735;1613957;1614099;1614261;1614497;1616759	-;-;-;-;-;-;-;-	2811	2211	1821	1901	3428	2777	2188
PBANKA_1242800	PbANKA_12_v3;PbANKA_12_v3	1618656;1620289	1620116;1620411	-;-	1584	2109	1824	1502	3032	2676	1540
PBANKA_1242900	PbANKA_12_v3	1621229	1622917	-	1689	159	143	130	319	372	235
PBANKA_1243000	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1625719;1626043;1626500;1626729;1627251;1627459;1627620;1627794	1625808;1626321;1626564;1627143;1627345;1627531;1627698;1627894	+;+;+;+;+;+;+;+	1197	2290	1975	2364	4492	4549	5330
PBANKA_1243100	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1628696;1628925;1629174;1629353;1629526;1629899;1630057;1630264;1630493	1628783;1629037;1629260;1629414;1629738;1629965;1630149;1630357;1630599	+;+;+;+;+;+;+;+;+	924	5961	5607	6320	554	599	492
PBANKA_1243200	PbANKA_12_v3	1630795	1631103	-	309	385	589	421	310	394	174
PBANKA_1243300	PbANKA_12_v3	1631867	1632475	-	609	509	394	355	454	427	234
PBANKA_1243400	PbANKA_12_v3	1633856	1635433	-	1578	395	448	420	974	657	812
PBANKA_1243500	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1636771;1637095;1637356;1637490;1637744;1637976;1638116;1638247;1638454	1636842;1637234;1637407;1637622;1637856;1638022;1638145;1638304;1638519	-;-;-;-;-;-;-;-;-	711	28074	25829	26895	632	968	354
PBANKA_1243600	PbANKA_12_v3	1639527	1641638	-	2112	1351	1219	1192	3092	2320	2601
PBANKA_1243700	PbANKA_12_v3;PbANKA_12_v3	1643331;1643507	1643361;1644084	-;-	609	295	233	144	887	605	564
PBANKA_1243800	PbANKA_12_v3;PbANKA_12_v3	1645293;1646240	1646012;1646335	+;+	816	335	288	155	1280	1123	718
PBANKA_1243900	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1648409;1651001;1651222;1651732;1651901;1652519;1652847;1653314;1653504	1650893;1651057;1651620;1651784;1652380;1652707;1653212;1653412;1653944	+;+;+;+;+;+;+;+;+	4569	3373	3203	3183	35637	32227	44929
PBANKA_1244000	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1654884;1655124;1655331;1655526;1655756;1655927	1654961;1655203;1655428;1655659;1655823;1656011	+;+;+;+;+;+	543	1376	1036	1047	1315	1537	854
PBANKA_1244051	PbANKA_12_v3	1656568	1656640	+	73	4	0	1	5	15	10
PBANKA_1244100	PbANKA_12_v3;PbANKA_12_v3	1657537;1657837	1657650;1660428	-;-	2706	410	250	265	1073	780	744
PBANKA_1244200	PbANKA_12_v3;PbANKA_12_v3	1662490;1663021	1662922;1667711	+;+	5124	1675	1648	1921	11608	10080	13572
PBANKA_1244300	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1669338;1669995;1670547	1669803;1670320;1670609	-;-;-	855	2204	1743	2072	5149	4811	5978
PBANKA_1244400	PbANKA_12_v3	1672953	1673213	-	261	1373	1158	1196	1122	1135	455
PBANKA_1244500	PbANKA_12_v3;PbANKA_12_v3	1675335;1675778	1675637;1676152	+;+	678	658	618	500	599	704	345
PBANKA_1244600	PbANKA_12_v3	1677616	1679172	-	1557	1106	924	842	1512	1071	840
PBANKA_1244700	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1681795;1685331;1685517;1685749	1685250;1685402;1685607;1685867	+;+;+;+	3738	1080	962	1013	2815	2357	3007
PBANKA_1244800	PbANKA_12_v3	1686166	1690785	-	4620	243	225	213	777	528	602
PBANKA_1244900	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1691614;1693995;1694332;1694788;1695091	1693863;1694169;1694486;1694974;1695134	+;+;+;+;+	2811	1165	962	1301	576	413	588
PBANKA_1245000	PbANKA_12_v3;PbANKA_12_v3	1695232;1695612	1695369;1696646	-;-	1173	840	703	643	788	786	517
PBANKA_1245100	PbANKA_12_v3;PbANKA_12_v3	1697577;1698513	1698359;1700537	+;+	2808	2299	2155	2612	950	779	558
PBANKA_1245150	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1700672;1700848;1701130	1700725;1700955;1701243	-;-;-	276	2744	2526	2524	312	359	147
PBANKA_1245200	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1701636;1701930;1702166;1702486;1702653;1702801;1702989;1703262;1703645;1703804	1701707;1701981;1702242;1702528;1702720;1702870;1703117;1703403;1703716;1703831	+;+;+;+;+;+;+;+;+;+	753	80264	68974	66160	867	1350	366
PBANKA_1245300	PbANKA_12_v3	1704400	1712010	-	7611	2275	2132	2390	3271	2883	3016
PBANKA_1245400	PbANKA_12_v3	1713800	1715800	+	2001	902	810	977	2019	1958	2325
PBANKA_1245500	PbANKA_12_v3	1716956	1724515	-	7560	2131	2177	2441	273	308	152
PBANKA_1245600	PbANKA_12_v3	1725773	1726414	-	642	146	100	65	869	726	787
PBANKA_1245700	PbANKA_12_v3;PbANKA_12_v3	1726893;1727060	1726954;1728248	+;+	1251	440	302	399	993	372	827
PBANKA_1245800	PbANKA_12_v3	1728559	1731777	-	3219	596	548	307	4263	3280	3648
PBANKA_1245821	PbANKA_12_v3	1735034	1737075	+	2042	0	1	0	2	11	5
PBANKA_1245841	PbANKA_12_v3	1737441	1737575	+	135	11	30	15	39	111	27
PBANKA_1245861	PbANKA_12_v3	1737880	1741657	+	3778	9	19	9	25	161	22
PBANKA_1245900	PbANKA_12_v3;PbANKA_12_v3	1745696;1746956	1746862;1747027	-;-	1239	2816	2231	2312	2262	2967	1170
PBANKA_1245920	PbANKA_12_v3;PbANKA_12_v3	1749844;1750100	1749927;1750546	+;+	531	14	13	9	16	6	8
PBANKA_1246100	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1751637;1751804;1751985;1752128;1752402;1752402;1752566;1752566;1752948;1752948	1751660;1752034;1752034;1752231;1752471;1752471;1752803;1752803;1753078;1753078	-;-;-;-;-;-;-;-;-;-	798	1	0	3	1	2	0
PBANKA_1246121	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1756865;1757018;1757927	1756876;1757836;1757986	+;+;+	891	0	0	0	0	0	2
PBANKA_1246141	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1759425;1759704;1760041;1760312;1760483;1760870	1759505;1759937;1760150;1760378;1760735;1761000	-;-;-;-;-;-	876	1	1	0	0	0	0
PBANKA_1246161	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1762727;1762898;1763219;1763492;1763657;1764036	1762750;1763128;1763322;1763561;1763894;1764166	-;-;-;-;-;-	798	11127	9180	10800	3262	3740	1437
PBANKA_1246200	PbANKA_12_v3;PbANKA_12_v3	1767227;1767483	1767310;1767929	+;+	531	10	4	5	3	4	2
PBANKA_1246300	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1771281;1771433;1772341	1771295;1772236;1772406	+;+;+	885	121	151	143	1525	1201	1527
PBANKA_1246400	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1775287;1775410;1776354	1775301;1776264;1776440	+;+;+	957	369	322	187	3413	2099	2251
PBANKA_1246500	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1778790;1778943;1779917	1778804;1779827;1779982	+;+;+	966	81	96	24	192	173	104
PBANKA_1246600	PbANKA_12_v3;PbANKA_12_v3	1782188;1782435	1782256;1783118	+;+	753	728	638	425	1888	2236	1112
PBANKA_1246700	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1786164;1786286;1787206	1786178;1787116;1787292	+;+;+	933	114	109	88	994	738	794
PBANKA_1246800	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1789656;1789808;1790727	1789670;1790641;1790807	+;+;+	930	99	65	45	698	418	389
PBANKA_1246900	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1793285;1793433;1794349	1793296;1794191;1794408	+;+;+	831	2	0	0	1	2	3
PBANKA_1246921	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1797123;1797298;1798829	1797176;1798740;1799215	+;+;+	1884	0	0	0	0	0	0
PBANKA_1246941	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1799694;1799862;1800184;1800458;1800624;1801012	1799717;1800062;1800260;1800527;1800856;1801132	-;-;-;-;-;-	726	0	0	0	2	0	0
PBANKA_1246961	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1802250;1802489;1802853	1802318;1802851;1803164	+;+;+	744	5	2	2	7	9	3
PBANKA_1246981	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1805985;1806129;1806233;1806485;1806650;1806689;1806782;1806825;1807120	1806002;1806231;1806483;1806648;1806687;1806780;1806822;1807029;1807194	+;+;+;+;+;+;+;+;+	987	108	101	62	112	97	23
PBANKA_0900600	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	2233;2404;3369	2319;3261;3383	-;-;-	960	0	0	0	3	0	1
PBANKA_0900900	PbANKA_09_v3;PbANKA_09_v3	9328;9519	9379;17788	+;+	8322	68	75	67	686	575	558
PBANKA_0901000	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	19065;19431;19776;19984;20187;20583	19279;19689;19845;20093;20414;20684	+;+;+;+;+;+	984	3945	3510	3433	6724	6604	7089
PBANKA_0901100	PbANKA_09_v3	23761	27708	+	3948	957	931	897	1031	866	564
PBANKA_0901200	PbANKA_09_v3	29091	29744	+	654	1546	1235	1299	1938	1887	1827
PBANKA_0901300	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	30624;30767;30829;30964;30964;31141;31141;36577;36577	30640;30834;30834;31042;31058;36450;36450;36760;36760	-;-;-;-;-;-;-;-;-	5674	5294	5207	6328	10494	16915	19201
PBANKA_0901400	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	37960;38151;38562	37999;38451;38685	-;-;-	465	3095	2950	2897	2654	2573	2006
PBANKA_0901500	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	40156;41698;41943;42168;42372	41436;41787;42018;42253;42443	+;+;+;+;+	1605	445	388	489	671	640	578
PBANKA_0901600	PbANKA_09_v3	43138	46182	+	3045	897	623	587	829	685	312
PBANKA_0901700	PbANKA_09_v3;PbANKA_09_v3	46982;47315	47067;47462	+;+	234	4270	4023	4054	923	989	501
PBANKA_0901800	PbANKA_09_v3	48100	51246	-	3147	835	892	709	1003	1088	476
