# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/reference_genome/PlasmoDB-62_Pyoeliiyoelii17X.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/read_counts/Rbpm1_KO_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep3.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep3.bam.sort.bam
PY17X_0944200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1733669;1734303;1734863;1735032;1735293;1735496;1735713;1735901;1736179;1736432;1736597;1736801	1734004;1734636;1734927;1735112;1735348;1735545;1735756;1736009;1736296;1736508;1736658;1736839	+;+;+;+;+;+;+;+;+;+;+;+	1371	5160	4546	4634
PY17X_0944300	Py17X_09_v3	1738087	1738443	-	357	114278	116430	114091
PY17X_0944400	Py17X_09_v3	1741819	1742130	+	312	46902	50747	51763
PY17X_0944500	Py17X_09_v3	1743833	1747030	-	3198	17278	18966	17277
PY17X_0944600	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1751278;1751451;1751611;1751766;1751933;1752087;1752268;1752470;1753026	1751351;1751501;1751670;1751842;1751995;1752156;1752381;1752802;1753437	-;-;-;-;-;-;-;-;-	1254	564	472	468
PY17X_0944700	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1754981;1755245;1755566;1755780;1755974;1756122	1755091;1755428;1755629;1755883;1756023;1756169	+;+;+;+;+;+	561	966	609	688
PY17X_0944800	Py17X_09_v3	1756581	1758335	-	1755	2238	2735	2535
PY17X_0944900	Py17X_09_v3	1759614	1761386	+	1773	2589	3632	3615
PY17X_0945000	Py17X_09_v3;Py17X_09_v3	1762231;1762659	1762516;1763635	-;-	1263	1932	1740	1978
PY17X_0945100	Py17X_09_v3;Py17X_09_v3	1765251;1765456	1765321;1768351	+;+	2967	706	584	506
PY17X_0945200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1770958;1774644;1775020;1775350;1775575	1774530;1774727;1775256;1775466;1775616	+;+;+;+;+	4053	9016	7705	8107
PY17X_0945300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1776744;1777077;1777395;1777637	1776881;1777117;1777494;1778413	+;+;+;+	1056	116	42	99
PY17X_0945400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1780333;1782292;1782536	1782040;1782411;1782588	+;+;+	1881	22618	23805	27605
PY17X_0945500	Py17X_09_v3	1782776	1782955	-	180	1024	1557	1808
PY17X_0945600	Py17X_09_v3	1784024	1793128	-	9105	4157	3091	3613
PY17X_0945700	Py17X_09_v3	1795833	1796564	-	732	1893	2471	2770
PY17X_0945800	Py17X_09_v3	1798477	1799991	-	1515	225	230	308
PY17X_0945900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1802343;1803007;1803187;1803341;1803663;1803884;1804124;1804278;1804453;1804625;1804866;1805044;1805357	1802842;1803035;1803211;1803556;1803748;1803986;1804154;1804323;1804463;1804652;1804895;1805147;1805905	+;+;+;+;+;+;+;+;+;+;+;+;+	1758	2044	2119	2915
PY17X_0946000	Py17X_09_v3	1806296	1810339	-	4044	795	465	618
PY17X_0946100	Py17X_09_v3	1810993	1811076	+	84	0	0	0
PY17X_0946200	Py17X_09_v3	1811610	1811681	-	72	0	0	0
PY17X_0946300	Py17X_09_v3;Py17X_09_v3	1814273;1814794	1814472;1814953	+;+	360	9520	7096	8046
PY17X_0946400	Py17X_09_v3	1816627	1817268	+	642	3351	3813	3486
PY17X_0946500	Py17X_09_v3	1819101	1819445	-	345	968	1533	1001
PY17X_0946600	Py17X_09_v3;Py17X_09_v3	1826948;1827159	1827028;1827425	+;+	348	10	0	0
PY17X_0946700	Py17X_09_v3	1828584	1829663	-	1080	3	0	0
PY17X_0946800	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1833841;1833978;1834933	1833855;1834847;1834998	+;+;+	951	0	0	0
PY17X_0946900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1836846;1837088;1837368	1836914;1837365;1837788	+;+;+	768	0	0	0
PY17X_0947000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1840578;1840721;1841703	1840595;1841596;1841768	+;+;+	960	0	8	0
PY17X_0947100	Py17X_09_v3;Py17X_09_v3	1844024;1844235	1844104;1844897	+;+	744	1	0	0
PY17X_0947200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1847679;1847866;1848862	1847732;1848771;1848927	+;+;+	1026	8	6	0
PY17X_0947300	Py17X_09_v3;Py17X_09_v3	1851468;1851679	1851548;1851936	+;+	339	0	0	0
PY17X_0947400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1853060;1853275;1853512;1853859;1854203	1853172;1853380;1853769;1854060;1854213	-;-;-;-;-	690	0	0	0
PY17X_0947500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1858393;1858515;1859929	1858407;1859840;1860552	+;+;+	1965	4	0	6
PY17X_0947601	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1865391;1865515;1867818	1865408;1867707;1867931	+;+;+	2325	0	0	0
PY17X_0947701	Py17X_09_v3	1870350	1870898	+	549	0	0	0
PY17X_0947801	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1873766;1873920;1874772	1873780;1874681;1874867	+;+;+	873	0	0	0
PY17X_0947901	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1877219;1877354;1878174	1877233;1878085;1878239	+;+;+	813	4	0	0
PY17X_0948001	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1880534;1880685;1881557	1880548;1881452;1881622	+;+;+	849	8	0	0
PY17X_0948101	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1884441;1884564;1885469	1884455;1885379;1885555	+;+;+	918	6	6	0
PY17X_0948201	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1887894;1888014;1888949	1887908;1888859;1889035	+;+;+	948	0	0	0
PY17X_0948301	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1891362;1891514;1892491	1891376;1892386;1892553	+;+;+	951	0	0	0
PY17X_0948401	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1895046;1895195;1896143	1895060;1896052;1896208	+;+;+	939	0	0	0
PY17X_0948501	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1898765;1898900;1899718	1898779;1899634;1899783	+;+;+	816	0	0	0
PY17X_0948601	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1902059;1902211;1903085	1902073;1902996;1903150	+;+;+	867	4	0	0
PY17X_0948701	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1905991;1906143;1907097	1906005;1906991;1907183	+;+;+	951	5	26	20
PY17X_0948801	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1909444;1909577;1910411	1909458;1910326;1910476	+;+;+	831	0	0	0
PY17X_0948901	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1912978;1913130;1914020	1912992;1913930;1914085	+;+;+	882	2	10	2
PY17X_0949001	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1916685;1916820;1917652	1916699;1917566;1917717	+;+;+	828	0	0	0
PY17X_0949101	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1919948;1920095;1920951	1919962;1920862;1921016	+;+;+	849	24	87	92
PY17X_0949201	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1923589;1923741;1924579	1923603;1924490;1924665	+;+;+	852	0	8	4
PY17X_0949301	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1926978;1927097;1928032	1926992;1927942;1928097	+;+;+	927	0	8	0
PY17X_0949401	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1930450;1930601;1931567	1930464;1931476;1931632	+;+;+	957	0	2	4
PY17X_0949501	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1934478;1934634;1935564	1934492;1935476;1935650	+;+;+	945	8	12	26
PY17X_0949601	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1938007;1938154;1939022	1938021;1938933;1939108	+;+;+	882	0	0	0
PY17X_0949701	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1942049;1942192;1943201	1942066;1943097;1943266	+;+;+	990	0	0	0
PY17X_0949801	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1945738;1945888;1946722	1945752;1946631;1946808	+;+;+	846	4	0	0
PY17X_0949901	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1949128;1949262;1950104	1949142;1950014;1950190	+;+;+	855	2	0	0
PY17X_0950001	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1953000;1953123;1954022	1953014;1953938;1954108	+;+;+	918	22	12	6
PY17X_0950101	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1956438;1956590;1957525	1956452;1957435;1957611	+;+;+	948	0	4	0
PY17X_0950201	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1959963;1960117;1961085	1959977;1960995;1961150	+;+;+	960	0	0	0
PY17X_0950301	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1964231;1964381;1965349	1964245;1965244;1965411	+;+;+	942	2	0	0
PY17X_0950401	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1968246;1968367;1969236	1968260;1969149;1969322	+;+;+	885	78	141	67
PY17X_0950501	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1972152;1972302;1973109	1972166;1973021;1973195	+;+;+	822	14	6	4
PY17X_0950601	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1975489;1975622;1976443	1975503;1976356;1976508	+;+;+	816	4	0	4
PY17X_0950701	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1978724;1978874;1979733	1978738;1979644;1979819	+;+;+	873	0	6	0
PY17X_0950801	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1982197;1982347;1983234	1982211;1983129;1983299	+;+;+	864	11	0	0
PY17X_0950901	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1985860;1986009;1986884	1985874;1986794;1986970	+;+;+	888	54	10	2
PY17X_0951001	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1989255;1989375;1990310	1989269;1990220;1990375	+;+;+	927	0	0	0
PY17X_0951101	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1991294;1991460;1991772;1992003;1992161;1992547	1991317;1991693;1991881;1992072;1992407;1992701	-;-;-;-;-;-	840	0	0	0
PY17X_0951201	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1995785;1995919;1996751	1995799;1996665;1996840	+;+;+	852	0	0	0
PY17X_0951301	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1999143;1999295;2000259	1999157;2000170;2000345	+;+;+	978	0	0	0
PY17X_0951401	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	2002603;2002746;2003626	2002617;2003537;2003718	+;+;+	900	0	0	0
PY17X_0951501	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	2006948;2007070;2008400	2006962;2008311;2008903	+;+;+	1761	0	4	0
PY17X_0951601	Py17X_09_v3;Py17X_09_v3	2013770;2014003	2013838;2014701	+;+	768	20	10	15
PY17X_0951701	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	2017091;2017242;2018159	2017105;2018069;2018245	+;+;+	930	0	0	0
PY17X_0951801	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	2019093;2019317;2019586;2019899;2020057;2020435	2019116;2019505;2019695;2019968;2020300;2020565	-;-;-;-;-;-	768	0	0	0
PY17X_0951901	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	2021977;2022176;2022476;2022706;2022876;2023243	2022018;2022391;2022585;2022775;2023122;2023379	-;-;-;-;-;-	822	0	0	0
PY17X_0952001	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	2026930;2027067;2027901	2026944;2027810;2027987	+;+;+	846	4	0	0
PY17X_0952101	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	2030296;2030436;2031394	2030310;2031305;2031480	+;+;+	972	4	10	10
PY17X_0952201	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	2034104;2034259;2035091	2034118;2035002;2035177	+;+;+	846	23	14	28
PY17X_0952301	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	2037488;2037634;2038578	2037502;2038491;2038640	+;+;+	936	8	16	9
PY17X_0952401	Py17X_09_v3;Py17X_09_v3	2040876;2041074	2040944;2041763	+;+	759	6	2	4
PY17X_0952501	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	2044625;2044764;2045700	2044639;2045612;2045762	+;+;+	927	0	0	0
PY17X_1400003	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	892;1084;1441	966;1305;1536	+;+;+	393	4	2	4
PY17X_1400005	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	2363;2560;3503	2455;3366;3535	-;-;-	933	1	0	0
PY17X_1400007	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	6997;7255;7595;7786;7976;8355	7127;7498;7664;7895;8139;8406	+;+;+;+;+;+	771	0	0	0
PY17X_1400011	Py17X_14_v3;Py17X_14_v3	10970;11852	11686;11920	-;-	786	28	18	14
PY17X_1400015	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	14662;14935;15247;15484;15687;16022	14789;15157;15316;15593;15905;16117	+;+;+;+;+;+	846	1010	1019	1448
PY17X_1400019	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	17269;17450;18361	17361;18226;18375	-;-;-	885	540	731	583
PY17X_1400023	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	21534;21868;22211;22433;22627;22996	21736;22114;22280;22542;22860;23019	+;+;+;+;+;+	888	20	22	20
PY17X_1400027	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	24080;24256;25251	24166;25113;25265	-;-;-	960	0	2	6
PY17X_1400031	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	27651;27823;28689	27740;28569;28703	-;-;-	852	0	1	0
PY17X_1400033	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	31774;32062;32405;32596;32797	31928;32308;32474;32705;33276	+;+;+;+;+	1062	1	2	0
PY17X_1400035	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	34130;34375;35254	34216;35148;35268	-;-;-	876	0	0	0
PY17X_1400037	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	37587;37778;38669	37673;38560;38683	-;-;-	885	0	0	0
PY17X_1400041	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	41530;41679;42542	41595;42422;42556	-;-;-	825	0	3	0
PY17X_1400045	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	45072;45265;46157	45158;46047;46171	-;-;-	885	456	35	48
PY17X_1400049	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	49056;49220;50219	49118;50086;50233	-;-;-	945	38	2	0
PY17X_1400053	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	52542;52719;53667	52628;53528;53681	-;-;-	912	2	8	0
PY17X_1400055	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	56016;56187;57139	56102;57002;57153	-;-;-	918	1	0	6
PY17X_1400057	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	59868;60043;61047	59954;60909;61061	-;-;-	969	2	0	0
PY17X_1400059	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	63366;63527;64473	63431;64351;64487	-;-;-	906	4	0	4
PY17X_1400063	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	66935;67127;67983	67021;67846;67997	-;-;-	822	0	0	2
PY17X_1400067	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	70272;70461;71409	70358;71276;71423	-;-;-	918	31	10	4
PY17X_1400071	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	74185;74336;75280	74250;75142;75294	-;-;-	888	0	0	0
PY17X_1400075	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	77583;77736;78732	77648;78608;78749	-;-;-	957	0	0	0
PY17X_1400079	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	81157;81307;82299	81222;82170;82313	-;-;-	945	8	2	2
PY17X_1400081	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	84632;84803;85722	84718;85585;85736	-;-;-	885	14	22	10
PY17X_1400083	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	88505;88681;89645	88594;89523;89659	-;-;-	948	14	10	4
PY17X_1400085	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	92476;92630;93645	92541;93523;93662	-;-;-	978	0	0	2
PY17X_1400089	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	96085;96241;97258	96150;97134;97275	-;-;-	978	0	0	6
PY17X_1400093	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	99670;99840;100828	99735;100694;100842	-;-;-	936	2	0	0
PY17X_1400097	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	103222;103415;104326	103308;104200;104340	-;-;-	888	18	13	18
PY17X_1400100	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	106693;106886;107783	106779;107674;107797	-;-;-	891	116	78	16
PY17X_1400200	Py17X_14_v3;Py17X_14_v3	110657;111006	110860;111047	+;+	246	2	5	0
PY17X_1400300	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	112842;113139;113450;113666;113877;114220	112975;113358;113519;113775;114095;114315	+;+;+;+;+;+	849	140	132	83
PY17X_1400400	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	115701;115882;116792	115793;116661;116806	-;-;-	888	444	458	374
PY17X_1400500	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	119084;119255;120171	119170;120064;120185	-;-;-	912	179	274	363
PY17X_1400600	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	122927;123083;124093	122992;123961;124107	-;-;-	960	6	15	14
PY17X_1400700	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	126470;126641;127628	126556;127495;127642	-;-;-	957	229	420	309
PY17X_1400800	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	130426;130582;131611	130491;131490;131628	-;-;-	993	20	11	14
PY17X_1400900	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	133892;134085;134950	133978;134807;134964	-;-;-	825	10	4	0
PY17X_1401000	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	137403;137593;138517	137489;138408;138531	-;-;-	918	8	8	13
PY17X_1401100	Py17X_14_v3;Py17X_14_v3	141838;142430	142299;142510	-;-	543	1	0	0
PY17X_1401200	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	144651;144851;145882	144710;145744;145896	-;-;-	969	0	0	2
PY17X_1401300	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	149295;149578;149911;150102;150306;150688	149449;149815;149980;150211;150536;150762	+;+;+;+;+;+	879	200	105	133
PY17X_1401400	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	151351;151504;152400	151413;152265;152414	-;-;-	840	0	0	2
PY17X_1401500	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	154769;154945;155913	154855;155778;155927	-;-;-	936	12	20	3
PY17X_1401600	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	158631;158787;159774	158696;159683;159797	-;-;-	987	8	0	0
PY17X_1401700	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	162175;162322;163221	162237;163083;163235	-;-;-	840	0	0	0
PY17X_1401800	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	165569;165744;166665	165655;166529;166679	-;-;-	888	36	25	32
PY17X_1401900	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	169057;169213;170258	169122;170121;170272	-;-;-	990	2	0	0
PY17X_1402000	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	172084;172499;174970;175762	172413;174967;175651;175775	-;-;-;-	3495	121	46	35
PY17X_1402100	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	178925;179079;180064	178990;179942;180078	-;-;-	945	0	0	1
PY17X_1402200	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	182587;183893;184748;184995;185434;185596;185737;186445	183792;184659;184906;185306;185496;185649;186315;187183	-;-;-;-;-;-;-;-	3879	62827	70089	96518
PY17X_1402300	Py17X_14_v3;Py17X_14_v3	189710;190267	190102;190395	-;-	522	77755	80361	87938
PY17X_1402400	Py17X_14_v3	192917	193564	-	648	381	417	294
PY17X_1402500	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	194899;195100;195245;195413;195574;195732;195930;196148;196240	194940;195145;195321;195475;195633;195760;196023;196152;196315	-;-;-;-;-;-;-;-;-	492	76	159	103
PY17X_1402600	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	197373;200782;201533;203802	200625;201307;203627;205724	-;-;-;-	7797	7229	10595	10121
PY17X_1402700	Py17X_14_v3	207638	208672	-	1035	375	502	510
PY17X_1402800	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	209614;213981;214501	213731;214406;214630	+;+;+	4674	374	394	434
PY17X_1402900	Py17X_14_v3;Py17X_14_v3	215348;215699	215513;216117	-;-	585	2446	2017	2016
PY17X_1403000	Py17X_14_v3	219017	221383	+	2367	127	150	152
PY17X_1403100	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	222200;222491;222725	222261;222599;222907	+;+;+	354	217	277	375
PY17X_1403200	Py17X_14_v3;Py17X_14_v3	223160;223534	223326;224050	+;+	684	746	932	1162
PY17X_1403300	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	224717;225253;225437;225685;225954	225004;225337;225544;225799;225984	-;-;-;-;-	627	34	63	30
PY17X_1403400	Py17X_14_v3	227104	228117	+	1014	48	20	43
PY17X_1403500	Py17X_14_v3	229770	230708	-	939	531	742	616
PY17X_1403600	Py17X_14_v3;Py17X_14_v3	232824;233181	232979;238091	-;-	5067	275	312	285
PY17X_1403700	Py17X_14_v3;Py17X_14_v3	239876;240440	240127;240556	+;+	369	71	74	46
PY17X_1403800	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	241519;241659;241874;242034;242264;242462	241543;241765;241910;242099;242350;245043	+;+;+;+;+;+	2904	1078	1352	1429
PY17X_1403900	Py17X_14_v3	245538	270200	-	24663	2376	3235	3122
PY17X_1404000	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	272735;272965;273145;273617;273884	272827;273060;273332;273759;273975	+;+;+;+;+	612	19204	19897	19698
PY17X_1404100	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	274417;274701;274902;275079	274523;274788;274958;277613	-;-;-;-	2787	14778	17924	18055
PY17X_1404200	Py17X_14_v3;Py17X_14_v3	279216;281853	281721;282043	-;-	2697	174728	191301	207080
PY17X_1404300	Py17X_14_v3;Py17X_14_v3	283707;284034	283843;285384	-;-	1488	4432	4660	4926
PY17X_1404400	Py17X_14_v3	287343	287891	+	549	136	116	178
PY17X_1404500	Py17X_14_v3;Py17X_14_v3	288072;288434	288275;289891	-;-	1662	4183	5234	5339
PY17X_1404600	Py17X_14_v3;Py17X_14_v3	295905;296072	296069;296293	-;-	387	1978	1285	1009
PY17X_1404700	Py17X_14_v3	298420	301911	+	3492	194	179	225
PY17X_1404800	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	302505;302881;303159;303507;303706;303912	302726;303060;303361;303603;303790;303952	+;+;+;+;+;+	828	199	138	263
PY17X_1404900	Py17X_14_v3	304308	304429	-	122	8	4	0
PY17X_1405000	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	305660;305931;306108;306250;306436;306630;306805;306972;307184	305734;305997;306163;306316;306515;306700;306853;307058;310417	-;-;-;-;-;-;-;-;-	3786	608	626	585
PY17X_1405100	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	312757;313230;313444;313792	312827;313316;313615;313842	+;+;+;+	381	102	116	181
PY17X_1405200	Py17X_14_v3	314900	318763	+	3864	217	292	356
PY17X_1405300	Py17X_14_v3	319736	320932	-	1197	76	106	84
PY17X_1405400	Py17X_14_v3	322268	323260	+	993	52	42	89
PY17X_1405500	Py17X_14_v3;Py17X_14_v3	323559;323886	323723;333827	-;-	10107	595	521	496
PY17X_1405600	Py17X_14_v3;Py17X_14_v3	335205;335619	335470;337029	-;-	1677	58	58	55
PY17X_1405700	Py17X_14_v3	337597	339855	+	2259	45	42	45
PY17X_1405800	Py17X_14_v3;Py17X_14_v3	340199;340544	340406;341328	-;-	993	45	48	61
PY17X_1405900	Py17X_14_v3	343385	343996	+	612	16	16	22
PY17X_1406000	Py17X_14_v3	344834	345700	+	867	12	5	0
PY17X_1406100	Py17X_14_v3;Py17X_14_v3	347000;348037	347862;348607	-;-	1434	630	677	588
PY17X_1406200	Py17X_14_v3	350511	354212	+	3702	23	41	20
PY17X_1406300	Py17X_14_v3	355152	355571	+	420	636	511	622
PY17X_1406400	Py17X_14_v3	356543	358081	-	1539	395	460	599
PY17X_1406500	Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3;Py17X_14_v3	360499;360923;362568;362898;363118;363356;363548	360708;362452;362778;362959;363221;363446;363616	+;+;+;+;+;+;+	2277	273	338	316
